Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range)
noce froment idee cadeau,EUR,50,0%,0%,High,100,0,0
noce laine,EUR,50,0%,0%,Low,9,0,0
noce porcelaine cadeau,EUR,50,0%,0%,High,100,0.001912968,0.004568563
noce un an de mariage,EUR,500,0%,0%,Low,6,9.9756E-05,0.001292264
noces 1 an de mariage cadeau,EUR,50,0%,0%,High,100,0,0
noces anniversaire mariage,EUR,50,0%,0%,Low,7,0,0
noces chypre idée cadeau,EUR,50,-100%,-100%,Unknown,,0,0
noces coquelicot idée cadeau,EUR,50,0%,0%,High,100,0,0
noces corail idée cadeau,EUR,50,0%,0%,High,100,0,0
noces coton cadeau,EUR,50,0%,0%,High,100,0.001937092,0.004415018
noces cuir,EUR,500,0%,0%,Low,6,0,0
noces d acajou idée cadeau,EUR,50,-100%,-100%,Unknown,,0,0
noces d etain cadeau,EUR,500,-90%,0%,High,100,0.001298458,0.003614688
noces d or cadeaux,EUR,500,0%,-90%,High,98,0.001301066,0.00426082
noces d or quel cadeau offrir,EUR,50,0%,0%,High,100,0,0
noces d étain idée cadeau,EUR,50,0%,0%,High,82,0.0009943,0.00202935
noces de bois idee cadeau,EUR,50,0%,0%,High,100,0,0
noces de bronze quel cadeau,EUR,50,-100%,-100%,Unknown,,0,0
noces de béryl quel cadeau,EUR,50,0%,-100%,Unknown,,0,0
noces de cire cadeau homme,EUR,50,0%,0%,High,100,0,0
noces de corail cadeau,EUR,50,0%,0%,High,100,0.001947198,0.005760745
noces de corail cadeau homme,EUR,50,0%,?,Medium,50,0,0
noces de corail idée cadeau,EUR,50,0%,0%,High,100,0,0
noces de coton cadeau pour homme,EUR,50,0%,?,High,100,0,0
noces de cretonne cadeau,EUR,50,0%,0%,High,100,0,0
noces de cristal cadeau homme,EUR,50,0%,0%,High,100,0,0
noces de cuivre idées cadeaux,EUR,50,0%,0%,Unknown,,0,0
noces de faience,EUR,5000,-90%,0%,Low,7,9.8778E-05,0.003462772
noces de faience idée cadeau,EUR,50,0%,0%,High,100,0.00135453,0.003076788
noces de faïence cadeau,EUR,500,0%,0%,High,100,0.000997234,0.003199364
noces de laine,EUR,5000,0%,0%,Low,7,0.002741986,0.005101899
noces de laine idée cadeau,EUR,500,0%,0%,High,100,0.001959586,0.007429213
noces de nickel idées cadeaux,EUR,50,0%,0%,Unknown,,0,0
noces de satin cadeaux,EUR,50,0%,0%,High,100,0,0
noces de topaze idées cadeaux,EUR,50,0%,0%,High,100,0,0
noces de vermeil idées cadeaux,EUR,50,0%,0%,Unknown,,0,0
noces faience,EUR,500,0%,0%,Low,20,0,0
noces froment cadeau,EUR,50,0%,0%,High,100,0.001813864,0.00403425
noces mariage anniversaire,EUR,500,0%,0%,Low,15,9.943E-05,0.00379627
noel grand parent,EUR,50,0%,0%,High,78,0,0
noel grand parents,EUR,50,0%,0%,High,100,0.001437986,0.006410463
noel personnalisée,EUR,50,0%,0%,High,100,0.003526994,0.013267873
noël grands parents,EUR,50,0%,0%,High,100,0,0
objet cadeau photo,EUR,50,0%,0%,High,100,0.006160421,0.018099192
objet de noel personnalisée,EUR,50,0%,0%,High,100,0.002879232,0.009339899
objet en plomb pour anniversaire de mariage,EUR,500,0%,0%,High,100,0,0
objet personnalisé auchan,EUR,50,0%,0%,High,100,0.002064232,0.005494403
objet personnalisé cadeau de noel,EUR,50,0%,0%,High,100,0,0
objet photo pas cher,EUR,50,0%,0%,High,100,0.006265393,0.012507315
objet photo personnalisé pas cher,EUR,50,0%,0%,High,100,0,0
objets personnalises avec photo,EUR,50,0%,0%,High,100,0.006188131,0.01607245
objets personnalisés noel,EUR,50,0%,0%,High,100,0.00434069,0.018228288
oreiller photo personnalisé,EUR,500,0%,0%,High,100,0.005711845,0.017292668
original bonne fete des meres a toutes les mamans,EUR,5000,0%,0%,Low,9,0,0
original bonne fete maman,EUR,500,0%,0%,High,100,0,0
original bonne fête des mères,EUR,5000,0%,0%,Medium,48,0,0
papy et mamie cadeau,EUR,50,0%,0%,High,100,0.00270906,0.006073705
papy mamie cadeau,EUR,50,0%,0%,High,100,0.001934484,0.008259535
pare soleil personnalisé avec photo,EUR,50,0%,0%,High,100,0,0
pas de cadeau pour la fete des meres,EUR,50,0%,0%,Unknown,,0,0
pas de cadeau pour la fête des mères,EUR,50,0%,0%,Unknown,,0,0
pas de cadeau pour notre anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
peignoir avec photo,EUR,50,0%,0%,High,100,0.006120649,0.008660515
peignoir femme personnalisé avec photo,EUR,50,0%,0%,High,100,0,0
peignoir personnalisé homme avec photo,EUR,50,0%,0%,High,100,0.00442708,0.011252215
peignoir photo personnalisé,EUR,50,0%,0%,High,100,0.005697175,0.012909925
pere noel avec photo personnalisé,EUR,50,0%,0%,High,100,0.001176534,0.013562577
personnalisation d objets avec photos,EUR,50,0%,-100%,Unknown,,0,0
personnaliser calecon photo,EUR,50,0%,-100%,Unknown,,0,0
personnaliser coque portable,EUR,500,0%,0%,High,100,0.004204096,0.011592233
personnaliser des coques,EUR,50000,0%,0%,High,100,0.003972962,0.010985547
personnaliser des photos,EUR,50,0%,0%,High,100,0.007975589,0.015790134
personnaliser ses photos,EUR,50,0%,0%,High,100,0.012820927,0.03750923
personnaliser tee shirt photo,EUR,5000,0%,0%,High,100,0.005711193,0.013267221
personnaliser un objet avec une photo,EUR,500,900%,0%,High,100,0.004770683,0.012818971
personnaliser un sweat avec photo,EUR,50,?,?,High,100,0,0
personnaliser un tee shirt avec une photo,EUR,500,0%,0%,High,100,0.005903207,0.014978068
personnaliser une taie d oreiller,EUR,50,0%,0%,High,100,0.005552105,0.014728352
personnalisée photo,EUR,5000,0%,0%,High,100,0.007870291,0.02201217
petit cadeau personnalisé pour noel,EUR,50,0%,0%,High,100,0.002356328,0.009240143
petit cadeau pour la fete des meres,EUR,500,0%,0%,High,67,0,0
petit cadeau pour la fête des mères,EUR,50,-100%,-100%,Unknown,,0,0
petit cadeau pour sa maman,EUR,50,0%,0%,High,100,0.001104488,0.004274186
petit cadeau pour une maman,EUR,50,900%,0%,High,100,0.001676618,0.005736621
photo cadeau original,EUR,500,0%,-90%,High,100,0.003877118,0.012499491
photo cadeaux anniversaire,EUR,500,0%,0%,High,100,0.006623015,0.019058936
photo de tee shirt,EUR,50,0%,0%,High,100,0,0
photo mosaique personnalisée,EUR,50,0%,-90%,High,100,0.005231973,0.018281426
photo noel personnalisée,EUR,50,900%,0%,High,100,0.005153733,0.012807561
photo personnalisé 3d,EUR,50,0%,0%,High,100,0.00413368,0.01558345
photo personnalisé anniversaire,EUR,50,0%,0%,High,100,0.003900264,0.013549211
photo personnalisé fete des meres,EUR,50,-100%,0%,Unknown,,0,0
photo porte clés,EUR,5000,900%,0%,High,100,0.004247454,0.011230373
photo super heros personnalisé,EUR,50,0%,0%,High,100,0.003729114,0.020234166
photo sur carrelage personnalisé,EUR,50,0%,0%,High,100,0.001782568,0.006957165
photo t shirt personnalisé,EUR,50,0%,0%,High,100,0.005524069,0.017355912
photo tee shirt personnalisé,EUR,5000,0%,0%,High,100,0.005711193,0.013267221
photo texte personnalisé,EUR,50,0%,0%,High,100,0.006557815,0.012989143
photo à personnaliser,EUR,5000,0%,0%,High,100,0.007870291,0.02201217
photobox tee shirt personnalisé,EUR,50,0%,0%,High,100,0.004274186,0.015188012
photos personnalisés,EUR,5000,0%,0%,High,100,0.007870291,0.02201217
porphyre cadeau mariage,EUR,50,0%,0%,High,100,0,0
porte cle photo fete des meres,EUR,50,0%,0%,Unknown,,0,0
porte clef pour photo,EUR,500,0%,0%,High,100,0.001270096,0.007086913
porte clé gravé photo et texte,EUR,50,0%,?,High,100,0,0
porte clé mural avec photo,EUR,50,0%,0%,High,100,0,0
porte clé personnalise photo,EUR,5000,0%,0%,High,100,0.004858051,0.011343495
porte clé personnalisé cheerz,EUR,50,0%,0%,High,100,0.005719343,0.009793039
porte clé personnalisé photo et gravure,EUR,50,?,0%,High,100,0,0
porte clé personnalisé photo fete des peres,EUR,50,0%,0%,Unknown,,0,0
porte clé personnalisé photo pas cher,EUR,50,0%,0%,High,100,0,0
porte clé photo bois,EUR,50,0%,0%,High,100,0.003492438,0.007401503
porte clé photo et texte,EUR,50,0%,0%,High,100,0,0
porte clé photo gravé bois,EUR,50,0%,?,High,100,0,0
porte clé photo livraison rapide,EUR,50,0%,0%,High,100,0.002727316,0.011039011
porte clé photo lumineux,EUR,50,0%,0%,Unknown,,0,0
porte clé photo original,EUR,50,0%,0%,High,100,0.001425598,0.007936469
porte clé photo personnalisé amazon,EUR,50,0%,0%,High,94,0.001606202,0.007156677
porte clé photo photobox,EUR,50,0%,0%,High,100,0.003135142,0.011845535
porte clés fête des pères avec photo,EUR,50,0%,0%,Unknown,,0,0
porte manteau personnalisé photo,EUR,50,-100%,-100%,Unknown,,0,0
porte monnaie photo personnalisé,EUR,50,0%,-90%,High,100,0.003500914,0.008575429
porte photo porte clé,EUR,50,900%,0%,High,99,0.00153546,0.009208521
portrait andy warhol personnalisé,EUR,50,?,0%,High,100,0,0
portrait de famille à personnaliser,EUR,50,-100%,-100%,Unknown,,0,0
portrait famille original,EUR,50,0%,0%,High,100,0.004094234,0.014913846
portrait famille personnalise,EUR,50,0%,0%,High,100,0.002547038,0.012909925
portrait original personnalisé,EUR,50,0%,0%,Unknown,,0,0
portrait personnalisé andy warhol,EUR,50,?,0%,High,100,0,0
poster harry potter personnalisé,EUR,50,0%,0%,High,100,0.002460648,0.011291987
poster mural xxl personnalisé,EUR,50,0%,?,High,100,0,0
poster photo pour anniversaire,EUR,50,0%,0%,High,100,0.00447598,0.019753316
produit personnalisé avec photo,EUR,50,0%,0%,High,100,0.006462623,0.01498198
qu offre les grands parents pour un bapteme,EUR,50,0%,0%,High,100,0,0
qu offre les grands parents pour un baptême,EUR,50,0%,0%,High,100,0,0
qu offrir a ses grands parents,EUR,50,0%,0%,High,100,0.000496824,0.003398224
qu offrir pour un anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
qu offrir à ses grands parents pour noel,EUR,50,0%,0%,High,100,0.001357138,0.00287858
que faire comme cadeau pour la fete des meres,EUR,50,-100%,0%,Unknown,,0,0
que faire comme cadeau pour la fête des mères,EUR,50,0%,0%,High,100,0,0
que faire pour les noces de coton,EUR,50,?,0%,Low,0,0,0
que offrir a ses grands parents pour noel,EUR,50,0%,0%,High,100,0.000936598,0.005679897
que peut on offrir pour un anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
quoi faire comme cadeau pour la fête des mères,EUR,50,?,?,Low,0,0,0
quoi offrir 1 an de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir a sa grand mere pour noel,EUR,50,0%,-90%,High,100,0.001325516,0.005394321
quoi offrir a ses grand parents pour noel,EUR,50,900%,0%,High,98,0.00143929,0.005063105
quoi offrir a ses parents pour leur anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir a un anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir anniversaire de mariage,EUR,500,0%,0%,High,100,0.001177838,0.012747251
quoi offrir anniversaire mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir au grand parent,EUR,50,?,0%,High,100,0.00099919,0.003339218
quoi offrir aux grands parents,EUR,50,0%,-90%,High,100,0.000972132,0.004373616
quoi offrir grand parents,EUR,50,0%,-90%,High,100,0.000695032,0.002670266
quoi offrir noce de chypre,EUR,50,0%,0%,High,100,0,0
quoi offrir noce de froment,EUR,50,0%,0%,High,100,0,0
quoi offrir pour 1 an de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir pour anniversaire de mariage,EUR,500,0%,0%,High,100,0.001177838,0.012747251
quoi offrir pour des noces d or,EUR,50,0%,0%,High,100,0,0
quoi offrir pour des noces de perle,EUR,50,0%,0%,High,100,0,0
quoi offrir pour les 1 an de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir pour les noces d or,EUR,50,0%,0%,High,100,0,0
quoi offrir pour les noces de bois,EUR,50,0%,0%,High,100,0,0
quoi offrir pour les noces de chypre,EUR,50,0%,0%,High,100,0,0
quoi offrir pour les noces de froment,EUR,50,0%,0%,High,100,0,0
quoi offrir pour noce de coton,EUR,50,0%,0%,High,100,0,0
quoi offrir à des grands parents,EUR,50,0%,0%,High,100,0.000847926,0.005497011
quoi offrir à sa grand mère pour noel,EUR,50,?,0%,High,100,0,0
quoi offrir à ses grands parents,EUR,50,0%,-90%,High,100,0.000771642,0.008381459
quoi offrir à ses grands parents pour noel,EUR,50,0%,0%,High,100,0.001600986,0.005471257
quoi offrir à son mari pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
quoi offrir à un anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
site cadeau photo,EUR,50,0%,0%,High,100,0.006266697,0.013979856
site de photo personnalisé,EUR,50,0%,0%,High,100,0.010561747,0.027853111
site pour personnaliser des coques,EUR,50,0%,0%,High,100,0.002892924,0.008465567
site pour personnaliser des photos,EUR,50,0%,0%,High,100,0.008466219,0.015613768
site pour personnaliser une coque,EUR,50,0%,0%,High,100,0.002892924,0.008465567
smartbox anniversaire mariage,EUR,50,0%,?,High,100,0,0
smartbox grand parents,EUR,50,?,0%,High,100,0.00291281,0.021005156
super cadeau pour maman,EUR,500,900%,0%,High,100,0.002260484,0.008209983
surprise anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
surprise anniversaire mariage,EUR,50,0%,0%,High,100,0,0
surprise pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
t shirt personnalisé avec plusieurs photos,EUR,50,0%,0%,High,100,0.007679907,0.019764726
taie d oreiller personnalise,EUR,500,0%,0%,High,100,0.004634089,0.010367125
taie oreiller personnalisable,EUR,500,0%,0%,High,100,0.004183232,0.008974779
taie personnalisée,EUR,50,0%,0%,High,100,0.003749,0.009653837
tee shirt avec photo imprimé,EUR,50,0%,0%,High,100,0,0
tee shirt avec photo personnalisé pas cher,EUR,50,0%,0%,High,100,0,0
tee shirt homme personnalisé avec photo,EUR,50,0%,0%,High,100,0.006177373,0.01808713
tee shirt noël personnalisé,EUR,50,0%,-90%,High,100,0.003671412,0.011479111
tee shirt personnalisé homme photo,EUR,50,0%,0%,High,100,0.007982109,0.01450602
tee shirt personnalisé noel,EUR,50,0%,-90%,High,100,0.004073696,0.010914805
tee shirt personnalisé noël,EUR,50,0%,-90%,High,100,0.004073696,0.010914805
tirelire photo personnalisée,EUR,50,0%,0%,High,100,0.00314427,0.008870459
toblerone personnalisé noel,EUR,50,0%,0%,High,100,0.001778004,0.009820097
toile andy warhol personnalisé,EUR,50,0%,0%,High,100,0,0
toile de naissance personnalisé,EUR,50,0%,0%,High,100,0,0
toile personnalisée naissance,EUR,50,0%,0%,High,100,0,0
toile portrait personnalisé,EUR,50,0%,0%,High,100,0.007972981,0.025094499
un an de mariage noce,EUR,500,0%,0%,Low,6,9.9756E-05,0.001292264
un an de mariage noce de,EUR,500,0%,0%,Low,6,9.9756E-05,0.001292264
un an de mariage noce de coton,EUR,50,0%,0%,Medium,37,0,0
un an mariage noce,EUR,50,0%,0%,Low,7,0,0
un cadeau pour la fête des mamans,EUR,50,?,0%,High,71,0,0
un cadeau pour ma maman,EUR,50,0%,0%,High,98,0.002873038,0.008650083
verre personnalisé noel,EUR,50,900%,0%,High,100,0.002406206,0.008600205
wonderbox grand parents,EUR,50,900%,0%,High,100,0.001935788,0.006819267
wonderbox grands parents en or,EUR,50,0%,0%,High,100,0,0
wonderbox pour des grands parents en or,EUR,50,0%,0%,High,100,0,0
zippo photo gravé,EUR,50,-100%,-100%,Unknown,,0,0
trop de photos téléphone,EUR,, --, --,Unknown,,0,0
numériser cassettes vhs,EUR,500,0%,-90%,High,100,0.003438648,0.010583263
montage vidéo souvenir,EUR,50,0%,0%,High,72,0.005242731,0.015528356
faire un film avec ses photos,EUR,50,?,0%,High,95,0.000707094,0.005238819
montage vidéo prix,EUR,500,-90%,-90%,Medium,49,0.002791538,0.012401365
diaporama anniversaire,EUR,500,0%,0%,Medium,35,0.004569215,0.012181641
montage vidéo mariage,EUR,500,-90%,-90%,Medium,50,0.005211761,0.014223378
montage vidéo photo musique gratuit,EUR,500,0%,0%,Medium,53,0.001778004,0.009361741
numeriser cassette video,EUR,500,0%,0%,High,100,0.003556008,0.009641449
numerisation cassette video,EUR,500,0%,-90%,High,99,0.004118358,0.011720025
montage photo avec musique,EUR,500,0%,0%,Medium,66,0.001927312,0.010159463
numériser vhs,EUR,5000,0%,0%,High,100,0.004177038,0.011163869
numérisation cassette vhs,EUR,500,0%,0%,High,100,0.003983068,0.010834283
prix transfert vhs sur clé usb,EUR,500,0%,0%,High,97,0.00355014,0.009246663
convertir cassette vhs en dvd,EUR,50,-90%,-90%,High,100,0.00374248,0.009445523
numerisation cassette,EUR,500,0%,0%,High,100,0.004100102,0.011500301
numeriser vhs,EUR,500,0%,0%,High,100,0.003277278,0.009768589
transfert vhs sur clé usb,EUR,500,0%,0%,High,100,0.003588934,0.009866389
prix pour transformer une cassette vhs en dvd,EUR,500,0%,0%,Medium,65,0.00339203,0.008948373
numérisation vhs,EUR,5000,0%,0%,High,100,0.004177038,0.011163869
transfert cassette vhs sur dvd,EUR,500,0%,0%,High,100,0.003837672,0.01436095
convertir cassette vhs en numérique,EUR,500,0%,0%,High,100,0.003536448,0.011137789
transfert vhs dvd,EUR,500,0%,0%,High,100,0.004274186,0.011944639
montage photo musique gratuit,EUR,500,0%,0%,Medium,62,0.00199349,0.009312841
transfert cassette vhs sur clé usb,EUR,500,0%,0%,High,99,0.003676954,0.010755065
transfert vhs,EUR,50,0%,0%,High,100,0.004263102,0.011232003
transfert cassette caméscope sur clé usb,EUR,50,0%,-90%,High,100,0.003634248,0.009868345
numérisation cassette vhs tarif,EUR,500,-90%,-90%,High,97,0.003932212,0.009869323
transformer cassette en dvd prix,EUR,50,0%,0%,High,69,0,0
transfert de cassette vhs sur clé usb,EUR,500,-90%,-90%,High,98,0.00362186,0.011243739
transformer cassette en dvd,EUR,500,0%,-90%,High,92,0.004023492,0.010813419
convertir super 8 en numérique,EUR,500,0%,0%,High,100,0.004486738,0.011932577
convertir cassette mini dv en numérique,EUR,500,0%,0%,High,100,0.003578502,0.009067363
cassette vhs sur clé usb,EUR,50,0%,0%,High,100,0.003683474,0.010638683
numeriser cassette,EUR,500,0%,0%,High,100,0.004100102,0.011500301
transfert vhs vers usb,EUR,50,900%,900%,High,100,0.003041906,0.010721813
transfert super 8 sur dvd,EUR,50,0%,0%,High,90,0.00418584,0.011897043
transfert cassette 8mm sur clé usb,EUR,500,0%,900%,High,99,0.003195126,0.010364843
numeriser cassette vhs,EUR,500,0%,-90%,High,100,0.003438648,0.010583263
numérisation mini dv,EUR,500,0%,0%,High,89,0.004486412,0.010068183
montage photo avec musique gratuit,EUR,500,0%,0%,Medium,52,0.001731386,0.009542019
transformer super 8 en numérique,EUR,50,0%,0%,High,100,0.004284292,0.010650093
numériser mini dv,EUR,500,0%,0%,High,100,0.00367565,0.009656445
numériser des cassettes vhs,EUR,500,0%,-90%,High,100,0.003438648,0.010583263
montage photo video avec musique,EUR,500,-90%,-90%,Medium,64,0.003047774,0.010201843
numeriser cassette video 8,EUR,50,0%,0%,High,100,0.003307922,0.010298013
convertir cassette vhs en clé usb,EUR,50,0%,0%,High,100,0.002492922,0.010457753
montage photo musique,EUR,500,0%,0%,Medium,52,0.001947198,0.009312841
transformer cassette vhs en cle usb,EUR,50,0%,0%,High,100,0.00108069,0.008979017
transformer cassette en numérique,EUR,50,0%,0%,High,98,0.002860976,0.008738755
numeriser des cassettes video,EUR,50,0%,0%,High,100,0.003280212,0.010743329
tarif montage video,EUR,50,0%,0%,Low,26,0.002090964,0.009840309
transfert k7 video sur usb,EUR,50,0%,0%,High,100,0.004291138,0.012306499
numériser cassette hi8,EUR,500,900%,0%,High,100,0.003569048,0.012049937
numériser cassette camescope,EUR,500,0%,0%,High,100,0.003673042,0.012227607
transferer film super 8 sur cle usb,EUR,500,0%,0%,High,97,0.004287878,0.011925079
prix montage video,EUR,500,-90%,-90%,Medium,49,0.002791538,0.012401365
transferer super 8 en numerique,EUR,50,900%,900%,High,100,0.004489672,0.013553775
transfert vhs en numérique,EUR,500,900%,0%,High,100,0.003942644,0.012419295
transfert super 8 sur clé usb,EUR,50,0%,0%,High,100,0.003589912,0.007885287
convertir vhs en numérique prix,EUR,50,0%,0%,High,97,0.00415487,0.011827931
convertir cassette hi8 en numérique,EUR,50,0%,0%,High,98,0.002983552,0.010193041
tarif montage vidéo,EUR,50,0%,0%,Low,29,0.005444851,0.013827614
cassette hi8,EUR,500,0%,0%,High,83,0.001112638,0.007536141
mettre cassette video sur cle usb,EUR,50,0%,-90%,High,100,0.002890316,0.008929465
numériser une cassette vhs,EUR,500,0%,-90%,High,100,0.003438648,0.010583263
numérisation hi8,EUR,500,-90%,0%,High,87,0.004694725,0.010120017
numérisation cassette mini dv,EUR,50,0%,0%,High,100,0.003787142,0.011228091
convertir cassette en numérique,EUR,50,-90%,0%,High,100,0.003276952,0.009166467
transferer cassette video sur cle usb,EUR,50,0%,900%,High,100,0.003477116,0.008945765
numérisation cassette,EUR,500,0%,0%,High,100,0.005155037,0.014806918
convertir des cassettes vhs en numérique,EUR,500,0%,0%,High,100,0.003536448,0.011137789
transformer des cassettes vhs en numérique,EUR,500,0%,-90%,High,100,0.003454948,0.013467711
numérisation cassette camescope,EUR,500,0%,0%,High,100,0.003673042,0.012227607
transformer une cassette vhs en dvd,EUR,50,0%,0%,High,99,0.003388444,0.008876979
numérisation de cassettes vhs,EUR,50,0%,0%,High,99,0.003791054,0.010039169
copie cassette vhs sur dvd,EUR,50,0%,-90%,High,100,0.003684778,0.008884151
prix montage vidéo particulier,EUR,50,0%,?,Low,0,0,0
cassette video sur cle usb,EUR,50,0%,0%,High,97,0.00408967,0.009666225
convertir k7 vhs en numérique,EUR,50,0%,0%,High,100,0.00403099,0.008922619
appareil pour numériser cassette vhs,EUR,500,0%,0%,High,99,0.000591364,0.005254467
numériser vhs sans magnétoscope,EUR,50,0%,-90%,High,100,0.00163489,0.008494255
tarif montage vidéo freelance,EUR,50,0%,0%,Low,30,0.002465864,0.011632657
transfert mini dv sur clé usb,EUR,50,0%,0%,High,100,0.00414672,0.011726871
devis montage vidéo,EUR,50,0%,0%,Medium,36,0.01646039,0.091569804
transformer cassette vhs en numerique,EUR,500,0%,-90%,High,100,0.003454948,0.013467711
convertir cassette camescope en numérique,EUR,500,900%,0%,High,99,0.003976874,0.01396486
numériser cassette mini dv,EUR,500,0%,0%,High,99,0.00446131,0.011082369
